Skill,Count,Percentage,Definition,Evidence,Math Example
Numerical Estimation and Approximation,1,0.07057163020465773,The ability to numerical estimation and approximation in mathematical problem-solving.,No evidence provided.,"In a resource-limited ecological system, a population of organisms cannot keep growing forever (such as lab bacteria growing inside culture tube). The effective growth rate $g$ (including"
Integration of Domain Knowledge,1,0.07057163020465773,The ability to integration of domain knowledge in mathematical problem-solving.,No evidence provided.,"In a resource-limited ecological system, a population of organisms cannot keep growing forever (such as lab bacteria growing inside culture tube). The effective growth rate $g$ (including"
Strategic Pathway Selection,1,0.07057163020465773,The ability to strategic pathway selection in mathematical problem-solving.,No evidence provided.,"In a resource-limited ecological system, a population of organisms cannot keep growing forever (such as lab bacteria growing inside culture tube). The effective growth rate $g$ (including"
"Metacognitive Monitoring

Identified Skills",1,0.07057163020465773,"The ability to metacognitive monitoring

identified skills in mathematical problem-solving.",No evidence provided.,Solve the crossword puzzle. You are presented with a clue as input and the number of letters in brackets.
Contextual Reasoning,1,0.07057163020465773,The ability to contextual reasoning in mathematical problem-solving.,No evidence provided.,Solve the crossword puzzle. You are presented with a clue as input and the number of letters in brackets.
Convergent Thinking,1,0.07057163020465773,The ability to convergent thinking in mathematical problem-solving.,No evidence provided.,Solve the crossword puzzle. You are presented with a clue as input and the number of letters in brackets.
Divergent Thinking,1,0.07057163020465773,The ability to divergent thinking in mathematical problem-solving.,No evidence provided.,Solve the crossword puzzle. You are presented with a clue as input and the number of letters in brackets.
Reformulation and Problem Transformation,1,0.07057163020465773,The ability to reformulation and problem transformation in mathematical problem-solving.,No evidence provided.,"Let G, H be two finite groups, and let  $\varphi, \psi: G \to H$  be two surjective but non-injective homomorphisms. Prove that there exists an element of G that is not the identity element of G but w..."
Representation Transformation,1,0.07057163020465773,The ability to representation transformation in mathematical problem-solving.,No evidence provided.,"Let  $G_1$  and  $G_2$  be two finite groups such that for any finite group  $H$ , the number of group homomorphisms from  $G_1$  to  $H$  is equal to the number of group homomorphisms from  $G_2$  to..."
Knowledge Activation and Retrieval,1,0.07057163020465773,The ability to knowledge activation and retrieval in mathematical problem-solving.,No evidence provided.,"Let  $G_1$  and  $G_2$  be two finite groups such that for any finite group  $H$ , the number of group homomorphisms from  $G_1$  to  $H$  is equal to the number of group homomorphisms from  $G_2$  to..."
Strategic Planning and Monitoring,1,0.07057163020465773,The ability to strategic planning and monitoring in mathematical problem-solving.,No evidence provided.,"A hexagon is inscribed in a circle. Five of the sides have length 81 and the sixth, denoted by $\overline{AB}$ , has length 31. Find the sum of the lengths of the three diagonals that can be drawn fro..."
Concrete Example Testing,1,0.07057163020465773,The ability to concrete example testing in mathematical problem-solving.,No evidence provided.,"There are  $N\ge3$  letters arranged in a circle, and each letter is one of  $L$ ,  $T$  and  $F$ . For a letter, we can do the following operation: if its neighbors are the same, then change it to th..."
Potential Function,1,0.07057163020465773,The ability to potential function in mathematical problem-solving.,No evidence provided.,"There are  $N\ge3$  letters arranged in a circle, and each letter is one of  $L$ ,  $T$  and  $F$ . For a letter, we can do the following operation: if its neighbors are the same, then change it to th..."
Stability Condition Analysis,1,0.07057163020465773,The ability to stability condition analysis in mathematical problem-solving.,No evidence provided.,"There are  $N\ge3$  letters arranged in a circle, and each letter is one of  $L$ ,  $T$  and  $F$ . For a letter, we can do the following operation: if its neighbors are the same, then change it to th..."
Consistency Verification,1,0.07057163020465773,The ability to consistency verification in mathematical problem-solving.,No evidence provided.,"In trapezoid $ABCD$ with $\overline{BC}\parallel\overline{AD}$ , let $BC = 1000$ and $AD = 2008$ . Let $\angle A = 37^\circ$ , $\angle D = 53^\circ$ , and $M$ and $N$ be the midpoints of $\overline{BC..."
Algebraic System Solving,1,0.07057163020465773,The ability to algebraic system solving in mathematical problem-solving.,No evidence provided.,"In trapezoid $ABCD$ with $\overline{BC}\parallel\overline{AD}$ , let $BC = 1000$ and $AD = 2008$ . Let $\angle A = 37^\circ$ , $\angle D = 53^\circ$ , and $M$ and $N$ be the midpoints of $\overline{BC..."
Strategic Approximation,1,0.07057163020465773,The ability to strategic approximation in mathematical problem-solving.,No evidence provided.,"In trapezoid $ABCD$ with $\overline{BC}\parallel\overline{AD}$ , let $BC = 1000$ and $AD = 2008$ . Let $\angle A = 37^\circ$ , $\angle D = 53^\circ$ , and $M$ and $N$ be the midpoints of $\overline{BC..."
Trigonometric Reasoning,1,0.07057163020465773,The ability to trigonometric reasoning in mathematical problem-solving.,No evidence provided.,"In trapezoid $ABCD$ with $\overline{BC}\parallel\overline{AD}$ , let $BC = 1000$ and $AD = 2008$ . Let $\angle A = 37^\circ$ , $\angle D = 53^\circ$ , and $M$ and $N$ be the midpoints of $\overline{BC..."
Decomposition and Auxiliary Construction,1,0.07057163020465773,The ability to decomposition and auxiliary construction in mathematical problem-solving.,No evidence provided.,"In trapezoid $ABCD$ with $\overline{BC}\parallel\overline{AD}$ , let $BC = 1000$ and $AD = 2008$ . Let $\angle A = 37^\circ$ , $\angle D = 53^\circ$ , and $M$ and $N$ be the midpoints of $\overline{BC..."
Geometric Interpretation and Visualization,1,0.07057163020465773,The ability to geometric interpretation and visualization in mathematical problem-solving.,No evidence provided.,Let $w$ and $z$ be complex numbers such that $|w| = 1$ and $|z| = 10$ . Let $\theta = \arg \left(\tfrac{w-z}{z}\right)$ . The maximum possible value of $\tan^2 \theta$ can be written as $\tfrac{p}{q}$...
Variable Substitution and Simplification,1,0.07057163020465773,The ability to variable substitution and simplification in mathematical problem-solving.,No evidence provided.,Let $w$ and $z$ be complex numbers such that $|w| = 1$ and $|z| = 10$ . Let $\theta = \arg \left(\tfrac{w-z}{z}\right)$ . The maximum possible value of $\tan^2 \theta$ can be written as $\tfrac{p}{q}$...
Critical Self,1,0.07057163020465773,The ability to critical self in mathematical problem-solving.,No evidence provided.,"In quantum mechanics, when calculating the interaction between the electron with the proton in a hydrogen atom, it is necessary to compute the following volume integral (over all space):"
Integral Evaluation Strategy,1,0.07057163020465773,The ability to integral evaluation strategy in mathematical problem-solving.,No evidence provided.,"In quantum mechanics, when calculating the interaction between the electron with the proton in a hydrogen atom, it is necessary to compute the following volume integral (over all space):"
Symmetry Analysis,1,0.07057163020465773,The ability to symmetry analysis in mathematical problem-solving.,No evidence provided.,"In quantum mechanics, when calculating the interaction between the electron with the proton in a hydrogen atom, it is necessary to compute the following volume integral (over all space):"
Domain Restriction Analysis,1,0.07057163020465773,Carefully considering the constraints on variables based on the problem context and eliminating impossible or irrelevant solutions,No evidence provided.,"An angle $x$ is chosen at random from the interval $0^\circ < x < 90^\circ.$ Let $p$ be the probability that the numbers $\sin^2 x, \cos^2 x,$ and $\sin x \cos x$ are not the lengths of the sides of a..."
Quadratic Equation Analysis,1,0.07057163020465773,"Applying techniques to solve and analyze quadratic equations, including finding roots and determining where the function is positive or negative.","The solver systematically solves the quadratic equations:
```
Find the roots of y² + y - 1 = 0 using the quadratic formula:
y = (-1 ± √(1² - 4(1)(-1)))/2(1) = (-1 ± √(1 + 4))/2 = (-1 ± √5)/2.","An angle $x$ is chosen at random from the interval $0^\circ < x < 90^\circ.$ Let $p$ be the probability that the numbers $\sin^2 x, \cos^2 x,$ and $\sin x \cos x$ are not the lengths of the sides of a..."
Strategic Variable Substitution,1,0.07057163020465773,Introducing new variables to simplify complex expressions or to reframe a problem in more manageable terms.,"The solver introduces y = tan x to transform the trigonometric inequalities into polynomial inequalities:
```
Let y = tan x. Since 0° < x < 90°, we have 0 < tan x < ∞. So y > 0.","An angle $x$ is chosen at random from the interval $0^\circ < x < 90^\circ.$ Let $p$ be the probability that the numbers $\sin^2 x, \cos^2 x,$ and $\sin x \cos x$ are not the lengths of the sides of a..."
Translating Problem Conditions into Mathematical Inequalities,1,0.07057163020465773,Converting verbal or conceptual conditions into precise mathematical expressions or inequalities.,"The solver translates the triangle inequality conditions into specific inequalities involving trigonometric functions:
```
We need to find the conditions under which the triangle inequality is violated. This means at least one of the following is true:
1. sin²x + cos²x ≤ sin x cos x
2. sin²x + sin x cos x ≤ cos²x
3. cos²x + sin x cos x ≤ sin²x
```","An angle $x$ is chosen at random from the interval $0^\circ < x < 90^\circ.$ Let $p$ be the probability that the numbers $\sin^2 x, \cos^2 x,$ and $\sin x \cos x$ are not the lengths of the sides of a..."
Boundary Analysis,1,0.07057163020465773,Carefully examining the boundaries of the solution space to ensure accurate counting.,"- ""Consider the constraints on j. Since i ≥ 0, we have 223j < 1775. j < 1775/223 ≈ 7.959""
- For each j value, calculating the upper bound on i: ""i < 1775/9 ≈ 197.22""
- Later reflection: ""Let's be careful with strict inequality.""",The graph of the equation $9x+223y=2007$ is drawn on graph paper with each square representing one unit in each direction. How many of the $1$ by $1$ graph paper squares have interiors lying entirely ...
Statistical Reasoning,1,0.07057163020465773,The ability to statistical reasoning in mathematical problem-solving.,No evidence provided.,"Consider a container filled with argon, with molar mass $39.9 \mathrm{~g} \mathrm{~mol}^{-1}$ whose pressure is much smaller than that of atmospheric pressure. Suppose there is a plate of area $A=10 \..."
Pattern Recognition in Algebraic Structures,1,0.07057163020465773,The ability to pattern recognition in algebraic structures in mathematical problem-solving.,No evidence provided.,Let H be a Hilbert space over the field of real numbers  $\Bbb R$ . Find all  $f: H \to \Bbb R$  continuous functions for which  $$ f(x + y + \pi z) + f(x + \sqrt{2} z) + f(y + \sqrt{2} z) + f (\pi z)...
Logical Inference Chaining,1,0.07057163020465773,The ability to logical inference chaining in mathematical problem-solving.,No evidence provided.,"Every group of order $5\cdot7\cdot47=1645 is abelian, and cyclic. Is this true? Answer true or false."
Structural Mapping,1,0.07057163020465773,The ability to structural mapping in mathematical problem-solving.,No evidence provided.,"Every group of order $5\cdot7\cdot47=1645 is abelian, and cyclic. Is this true? Answer true or false."
Proof by Induction Reasoning,1,0.07057163020465773,The ability to proof by induction reasoning in mathematical problem-solving.,No evidence provided.,"Let  $ G$  be a group such that if  $ a,b\in \mathbb{G}$  and  $ a^2b\equal{}ba^2$ , then  $ ab\equal{}ba$ ."
Pattern Recognition in Linguistic Structures,1,0.07057163020465773,The ability to pattern recognition in linguistic structures in mathematical problem-solving.,No evidence provided.,Solve the crossword puzzle. You are presented with a clue as input and the number of letters in brackets.
Semantic Network Activation,1,0.07057163020465773,The ability to semantic network activation in mathematical problem-solving.,No evidence provided.,Solve the crossword puzzle. You are presented with a clue as input and the number of letters in brackets.
Symmetry and Group Action Analysis,1,0.07057163020465773,The ability to symmetry and group action analysis in mathematical problem-solving.,No evidence provided.,Let  $ A$  be a commutative unitary ring with an odd number of elements.
Structure Decomposition,1,0.07057163020465773,The ability to structure decomposition in mathematical problem-solving.,No evidence provided.,Let  $ A$  be a commutative unitary ring with an odd number of elements.
Case Analysis and Specialization,1,0.07057163020465773,The ability to case analysis and specialization in mathematical problem-solving.,No evidence provided.,Let  $ A$  be a commutative unitary ring with an odd number of elements.
Property Testing and Verification,1,0.07057163020465773,The ability to property testing and verification in mathematical problem-solving.,No evidence provided.,Let  $ A$  be a commutative unitary ring with an odd number of elements.
Reformulation and Problem Representation,1,0.07057163020465773,The ability to reformulation and problem representation in mathematical problem-solving.,No evidence provided.,Let  $ A$  be a commutative unitary ring with an odd number of elements.
Property Propagation Analysis,1,0.07057163020465773,The ability to property propagation analysis in mathematical problem-solving.,No evidence provided.,"Let  $ G$  be a group such that if  $ a,b\in \mathbb{G}$  and  $ a^2b\equal{}ba^2$ , then  $ ab\equal{}ba$ ."
Structure Mapping,1,0.07057163020465773,The ability to structure mapping in mathematical problem-solving.,No evidence provided.,"Let  $ G$  be a group such that if  $ a,b\in \mathbb{G}$  and  $ a^2b\equal{}ba^2$ , then  $ ab\equal{}ba$ ."
Counterexample Testing,1,0.07057163020465773,The ability to counterexample testing in mathematical problem-solving.,No evidence provided.,"Let  $ G$  be a group such that if  $ a,b\in \mathbb{G}$  and  $ a^2b\equal{}ba^2$ , then  $ ab\equal{}ba$ ."
Strategic Restart,1,0.07057163020465773,The ability to strategic restart in mathematical problem-solving.,No evidence provided.,Let  $G$  be a group with  $m$  elements and let  $H$  be a proper subgroup of  $G$  with  $n$  elements. For each  $x\in G$  we denote  $H^x = \{ xhx^{-1} \mid h \in H \}$  and we suppose that  $H^x ...
Reformulation and Translation,1,0.07057163020465773,Converting a problem from one representation to another that makes it more tractable.,"- The solver translates the abstract group theory problem into concrete linear algebra: ""H is the set of all linear combinations of these vectors with integer coefficients. $H = \{ a(3,8) + b(4,-1) + c(5,4) | a, b, c \in \mathbb{Z} \}$""
- Similarly for $H_{xy}$: ""$H_{xy} = \{ m(0,x) + n(1,y) | m, n \in \mathbb{Z} \} = \{ (n, mx+ny) | m, n \in \mathbb{Z} \}$""","Consider the additive group  $\mathbb{Z}^{2}$ . Let  $H$  be the smallest subgroup containing  $(3,8), (4,-1)$  and  $(5,4)$ ."
Formal Logical Reasoning,1,0.07057163020465773,The ability to formal logical reasoning in mathematical problem-solving.,No evidence provided.,Let  $G$  be a group with  $m$  elements and let  $H$  be a proper subgroup of  $G$  with  $n$  elements. For each  $x\in G$  we denote  $H^x = \{ xhx^{-1} \mid h \in H \}$  and we suppose that  $H^x ...
Homomorphism Construction,1,0.07057163020465773,The ability to homomorphism construction in mathematical problem-solving.,No evidence provided.,"For any $n \geq 1$, let $A$ denote the $\mathbb{C}$ algebra consisting of $n \times n$ upper triangular complex matrices $\left\{\left(\begin{array}{ccc}* & * & * \\ 0 & * & * \\ 0 & 0 & *\end{array}\..."
Basis Manipulation,1,0.07057163020465773,The ability to basis manipulation in mathematical problem-solving.,No evidence provided.,"For any $n \geq 1$, let $A$ denote the $\mathbb{C}$ algebra consisting of $n \times n$ upper triangular complex matrices $\left\{\left(\begin{array}{ccc}* & * & * \\ 0 & * & * \\ 0 & 0 & *\end{array}\..."
Representation Theory Knowledge Application,1,0.07057163020465773,The ability to representation theory knowledge application in mathematical problem-solving.,No evidence provided.,"For any $n \geq 1$, let $A$ denote the $\mathbb{C}$ algebra consisting of $n \times n$ upper triangular complex matrices $\left\{\left(\begin{array}{ccc}* & * & * \\ 0 & * & * \\ 0 & 0 & *\end{array}\..."
Specialization and Generalization,1,0.07057163020465773,The ability to specialization and generalization in mathematical problem-solving.,No evidence provided.,"For any $n \geq 1$, let $A$ denote the $\mathbb{C}$ algebra consisting of $n \times n$ upper triangular complex matrices $\left\{\left(\begin{array}{ccc}* & * & * \\ 0 & * & * \\ 0 & 0 & *\end{array}\..."
Concrete Example Analysis,1,0.07057163020465773,The ability to concrete example analysis in mathematical problem-solving.,No evidence provided.,Let  $n \geq 4$  be an even natural number and  $G$  be a subgroup of  $GL_2(\mathbb{C})$  with  $|G| = n.$  Prove that there exists  $H \leq G$  such that  $\{ I_2 \} \neq H$  and  $H \neq G$  such t...
Verification Testing,1,0.07057163020465773,The ability to verification testing in mathematical problem-solving.,No evidence provided.,Let  $n \geq 4$  be an even natural number and  $G$  be a subgroup of  $GL_2(\mathbb{C})$  with  $|G| = n.$  Prove that there exists  $H \leq G$  such that  $\{ I_2 \} \neq H$  and  $H \neq G$  such t...
Structure Exploitation,1,0.07057163020465773,The ability to structure exploitation in mathematical problem-solving.,No evidence provided.,Let  $n \geq 4$  be an even natural number and  $G$  be a subgroup of  $GL_2(\mathbb{C})$  with  $|G| = n.$  Prove that there exists  $H \leq G$  such that  $\{ I_2 \} \neq H$  and  $H \neq G$  such t...
Conceptual Unpacking,1,0.07057163020465773,The ability to conceptual unpacking in mathematical problem-solving.,No evidence provided.,Let  $n \geq 4$  be an even natural number and  $G$  be a subgroup of  $GL_2(\mathbb{C})$  with  $|G| = n.$  Prove that there exists  $H \leq G$  such that  $\{ I_2 \} \neq H$  and  $H \neq G$  such t...
Bidirectional Reasoning,1,0.07057163020465773,Working both forward from the given conditions and backward from the desired conclusion.,"- Forward reasoning: ""For $H \subseteq H_{xy}$:"" followed by expressing generators of H in terms of generators of $H_{xy}$
- Backward reasoning: ""For $H_{xy} \subseteq H$:"" followed by expressing generators of $H_{xy}$ in terms of generators of H","Consider the additive group  $\mathbb{Z}^{2}$ . Let  $H$  be the smallest subgroup containing  $(3,8), (4,-1)$  and  $(5,4)$ ."
Coefficient Comparison,1,0.07057163020465773,The ability to coefficient comparison in mathematical problem-solving.,No evidence provided.,Let H be a Hilbert space over the field of real numbers  $\Bbb R$ . Find all  $f: H \to \Bbb R$  continuous functions for which  $$ f(x + y + \pi z) + f(x + \sqrt{2} z) + f(y + \sqrt{2} z) + f (\pi z)...
Application of Theoretical Knowledge,1,0.07057163020465773,The ability to application of theoretical knowledge in mathematical problem-solving.,No evidence provided.,"Find the least positive integer $n$ such that when $3^n$ is written in base $143$ , its two right-most digits in base $143$ are $01$ ."
Function Transformation and Simplification,1,0.07057163020465773,The ability to function transformation and simplification in mathematical problem-solving.,No evidence provided.,Let H be a Hilbert space over the field of real numbers  $\Bbb R$ . Find all  $f: H \to \Bbb R$  continuous functions for which  $$ f(x + y + \pi z) + f(x + \sqrt{2} z) + f(y + \sqrt{2} z) + f (\pi z)...
Algebraic Representation and Formalization,1,0.07057163020465773,Converting word problems into precise mathematical notation and equations.,"- ""Let the two four-digit numbers be $N_1 = 1000E + 100V + 10I + L$ and $N_2 = 1000V + 100I + 10L + E$.""
- ""The divisibility conditions can be written as: $1000E + 100V + 10I + L = 73k_1$ for some integer $k_1$. $1000V + 100I + 10L + E = 74k_2$ for some integer $k_2$.""","Suppose  $E$ ,  $I$ ,  $L$ ,  $V$  are (not necessarily distinct) nonzero digits in base ten for which"
Mathematical Manipulation and Algebraic Reasoning,1,0.07057163020465773,The ability to mathematical manipulation and algebraic reasoning in mathematical problem-solving.,No evidence provided.,A2 Find the electron number density $n_{e}$ at equilibrium when both external ionizers are switched on simultaneously.
Strategic Flexibility and Adaptive Problem,1,0.07057163020465773,The ability to strategic flexibility and adaptive problem in mathematical problem-solving.,No evidence provided.,A2 Find the electron number density $n_{e}$ at equilibrium when both external ionizers are switched on simultaneously.
Conceptual Understanding and Domain Knowledge Application,1,0.07057163020465773,The ability to conceptual understanding and domain knowledge application in mathematical problem-solving.,No evidence provided.,A2 Find the electron number density $n_{e}$ at equilibrium when both external ionizers are switched on simultaneously.
Rule Derivation and Verification,1,0.07057163020465773,The ability to rule derivation and verification in mathematical problem-solving.,No evidence provided.,There are  $n\leq 99$  people around a circular table. At every moment everyone can either be truthful (always says the truth) or a liar (always lies). Initially some of people (possibly none) are tru...
State Transition Analysis,1,0.07057163020465773,The ability to state transition analysis in mathematical problem-solving.,No evidence provided.,There are  $n\leq 99$  people around a circular table. At every moment everyone can either be truthful (always says the truth) or a liar (always lies). Initially some of people (possibly none) are tru...
Physical Insight and Simplification,1,0.07057163020465773,The ability to physical insight and simplification in mathematical problem-solving.,No evidence provided.,"Which one of the following is a correct expression for the Scharfetter-Gummel discretized drift-diffusion model equation for current?  In the following expressions $J{n,j+1/2}$ is the electron current..."
Analytical Solution Techniques,1,0.07057163020465773,The ability to analytical solution techniques in mathematical problem-solving.,No evidence provided.,"Which one of the following is a correct expression for the Scharfetter-Gummel discretized drift-diffusion model equation for current?  In the following expressions $J{n,j+1/2}$ is the electron current..."
Mathematical Transformation,1,0.07057163020465773,The ability to mathematical transformation in mathematical problem-solving.,No evidence provided.,"Which one of the following is a correct expression for the Scharfetter-Gummel discretized drift-diffusion model equation for current?  In the following expressions $J{n,j+1/2}$ is the electron current..."
Strategic Exploration of Multiple Approaches,1,0.07057163020465773,Attempting different solution methods when one approach doesn't yield immediate results.,"- After working with congruences: ""This doesn't seem to simplify the problem much due to the unknowns $k_1, k_2$. Let's go back to the congruences.""
- ""Let's consider the divisibility rules directly.""
- ""Consider the relationship between $X$ and $Y$.""
- ""Alternatively, consider the digits.""","Suppose  $E$ ,  $I$ ,  $L$ ,  $V$  are (not necessarily distinct) nonzero digits in base ten for which"
Algebraic Substitution,1,0.07057163020465773,The ability to algebraic substitution in mathematical problem-solving.,"- Using the constraint x₁+x₂+x₃=1 to eliminate variables: ""Substitute x₁ = 1-x₂-x₃""
- Leveraging the identity (x₁+x₂+x₃)² = 1 to simplify expressions: ""We know (x₁+x

Top Skills:","Let \( x_{1}, x_{2}, x_{3} \) be non-negative real numbers such that \( x_{1}+x_{2}+x_{3}=1 \). Find the minimum and maximum values of \(\left(x_{1}+3 x_{2}+5 x_{3}\right)\left(x_{1}+\frac{x_{2}}{3}+\..."
Strategic Unpacking of Problem Conditions,1,0.07057163020465773,The ability to strategic unpacking of problem conditions in mathematical problem-solving.,No evidence provided.,"<span style=""color:darkred""> Let  $(R,+,\cdot)$  be a ring and let  $f$  be a surjective endomorphism of  $R$  such that  $[x,f(x)]=0$  for any  $x\in R$  , where  $[a,b]=ab-ba$  ,  $a,b\in R$  . Prov..."
Optimization Techniques,1,0.07057163020465773,The ability to optimization techniques in mathematical problem-solving.,"- Finding extrema of parametric functions: ""Maximum of t(1-t) occurs at t = 1/2, value 1/4""
- Comparing maxima across different cases: ""Comparing the maximum values on the boundaries: 4/3, 9/5, 16/15""
- Analyzing the behavior of functions to determine ranges: ""Range of g(t) is [1, 1+4/3×1/4] = [1, 1+1/3] = [1, 4/3]""

The solver applies optimization techniques to find minimum and maximum values of functions.","Let \( x_{1}, x_{2}, x_{3} \) be non-negative real numbers such that \( x_{1}+x_{2}+x_{3}=1 \). Find the minimum and maximum values of \(\left(x_{1}+3 x_{2}+5 x_{3}\right)\left(x_{1}+\frac{x_{2}}{3}+\..."
Connecting to Answer Choices,1,0.07057163020465773,The ability to connecting to answer choices in mathematical problem-solving.,"""The answer choice that matches our calculations is (C) 25% carrier and 25% diseased.""",Enya and John are of normal phenotype but they have a son with a genetic condition that is caused by a mutation in the DMD gene and is a sex-linked recessive disorder. What are the chances of having a...
Visual Organization,1,0.07057163020465773,The ability to visual organization in mathematical problem-solving.,"""Setting up a Punnett Square: We need to consider the possible combinations of alleles passed down from the parents.""",Enya and John are of normal phenotype but they have a son with a genetic condition that is caused by a mutation in the DMD gene and is a sex-linked recessive disorder. What are the chances of having a...
Deductive Reasoning,1,0.07057163020465773,The ability to deductive reasoning in mathematical problem-solving.,"""Since the son has the disease, he must have inherited the recessive allele from his mother. Since the parents are of normal phenotype, the father doesn't have the recessive allele, and the mother must be a carrier.""",Enya and John are of normal phenotype but they have a son with a genetic condition that is caused by a mutation in the DMD gene and is a sex-linked recessive disorder. What are the chances of having a...
Symbolic Representation,1,0.07057163020465773,The ability to symbolic representation in mathematical problem-solving.,"""Let 'X' represent the normal allele and 'x' represent the recessive allele for the DMD gene.""",Enya and John are of normal phenotype but they have a son with a genetic condition that is caused by a mutation in the DMD gene and is a sex-linked recessive disorder. What are the chances of having a...
Strategy Shifting,1,0.07057163020465773,The ability to strategy shifting in mathematical problem-solving.,No evidence provided.,"a. Derive an expression for the deviation of the compass, $\delta \theta$, from north as a function of $K_{b}$, $K_{s}$, and $\theta$."
Vector Decomposition,1,0.07057163020465773,The ability to vector decomposition in mathematical problem-solving.,No evidence provided.,"a. Derive an expression for the deviation of the compass, $\delta \theta$, from north as a function of $K_{b}$, $K_{s}$, and $\theta$."
Force Analysis and Physical Modeling,1,0.07057163020465773,The ability to force analysis and physical modeling in mathematical problem-solving.,No evidence provided.,"a. Derive an expression for the deviation of the compass, $\delta \theta$, from north as a function of $K_{b}$, $K_{s}$, and $\theta$."
Conceptual Clarification,1,0.07057163020465773,The ability to conceptual clarification in mathematical problem-solving.,No evidence provided.,"a. Derive an expression for the deviation of the compass, $\delta \theta$, from north as a function of $K_{b}$, $K_{s}$, and $\theta$."
Substitution Strategy,1,0.07057163020465773,The ability to substitution strategy in mathematical problem-solving.,No evidence provided.,A2 Find the electron number density $n_{e}$ at equilibrium when both external ionizers are switched on simultaneously.
Procedural Fluency in Linear Algebra,1,0.07057163020465773,Executing standard linear algebra procedures accurately and efficiently.,"- Setting up and solving the characteristic equation: ""det(P - λI) = $(\sqrt{2}-\lambda) \times [ (1/\sqrt{2}-\lambda)^2 - (i/\sqrt{2})(-i/\sqrt{2}) ]$""
- Finding eigenvectors by solving systems of equations: ""$(P - 0I)v = 0$""
- Normalizing vectors: ""$|v_0| = \sqrt{0^2 + |-i|^2 + 1^2} = \sqrt{0 + 1 + 1} = \sqrt{2}$""","The state $|\psi (t)>$ of a system at time t is given by the column matrix having elements (1/6, 0, 4/6). An operator P corresponding to an observable of the system is represented by the square matrix..."
Strategic Use of Mathematical Properties,1,0.07057163020465773,The ability to strategic use of mathematical properties in mathematical problem-solving.,No evidence provided.,"Let $\omega$ be a nonreal root of $x^3 = 1,$ and let"
Pattern Recognition and Structure Identification,1,0.07057163020465773,The ability to pattern recognition and structure identification in mathematical problem-solving.,No evidence provided.,"Let $A$ be a $2n \times 2n$ matrix, with entries chosen independently at random. Every entry is chosen to be 0 or 1, each with probability $1/2$. Find the expected value of $\det(A-A^t)$ (as a functio..."
Strategic Approach Selection,1,0.07057163020465773,The ability to strategic approach selection in mathematical problem-solving.,No evidence provided.,"Let $\omega$ be a nonreal root of $x^3 = 1,$ and let"
Stepwise Calculation,1,0.07057163020465773,The ability to stepwise calculation in mathematical problem-solving.,No evidence provided.,"Consider Convolutional Neural Network D2 which takes input images of size 32x32 with 1 colour channels. The first layer of D2 uses 4 filters of size 5x5, a stride of 2, and zero-padding of width 1. Co..."
Disambiguation and Question Interpretation,1,0.07057163020465773,The ability to disambiguation and question interpretation in mathematical problem-solving.,No evidence provided.,"Consider Convolutional Neural Network D2 which takes input images of size 32x32 with 1 colour channels. The first layer of D2 uses 4 filters of size 5x5, a stride of 2, and zero-padding of width 1. Co..."
Formula Application,1,0.07057163020465773,The ability to formula application in mathematical problem-solving.,No evidence provided.,"Consider Convolutional Neural Network D2 which takes input images of size 32x32 with 1 colour channels. The first layer of D2 uses 4 filters of size 5x5, a stride of 2, and zero-padding of width 1. Co..."
Parameter Identification and Organization,1,0.07057163020465773,The ability to parameter identification and organization in mathematical problem-solving.,No evidence provided.,"Consider Convolutional Neural Network D2 which takes input images of size 32x32 with 1 colour channels. The first layer of D2 uses 4 filters of size 5x5, a stride of 2, and zero-padding of width 1. Co..."
Invoking Relevant Theorems,1,0.07057163020465773,The ability to invoking relevant theorems in mathematical problem-solving.,No evidence provided.,Let  $ A$  be a family of proper closed subspaces of the Hilbert space  $ H\equal{}l^2$  totally ordered with respect to inclusion (that is
Property Analysis,1,0.07057163020465773,The ability to property analysis in mathematical problem-solving.,No evidence provided.,Let  $ A$  be a family of proper closed subspaces of the Hilbert space  $ H\equal{}l^2$  totally ordered with respect to inclusion (that is
Sequential Construction,1,0.07057163020465773,The ability to sequential construction in mathematical problem-solving.,No evidence provided.,Let  $ A$  be a family of proper closed subspaces of the Hilbert space  $ H\equal{}l^2$  totally ordered with respect to inclusion (that is
Leveraging Duality Principles,1,0.07057163020465773,The ability to leveraging duality principles in mathematical problem-solving.,No evidence provided.,Let  $ A$  be a family of proper closed subspaces of the Hilbert space  $ H\equal{}l^2$  totally ordered with respect to inclusion (that is
Trigonometric Knowledge Application,1,0.07057163020465773,Applying specialized knowledge of trigonometric functions and identities.,"> ""Using cot x = cos x/sin

Identified Skills:","Let $|M|$ denote the determinant of a square matrix $M$. Let $g:\left[0, \frac{\pi}{2}\right] \rightarrow \mathbb{R}$ be the function defined by"
